16,14,7,5
6,0,8,13
3,1,11,3
1,0,2,19
1,3,4,2
39,0,0,11
0,0,0,2
16,5,10,8
0,0,0,0
24,119,13,19
9,61,173,104
1,0,0,0
25,6,28,9
0,3,1,1
19,6,52,0
0,0,0,0
23,44,31,18
5,1,7,15
76,47,20,59
36,25,35,65
4,0,13,21
2,6,5,0
1,16,0,97
18,0,7,2
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,1
0,0,0,0
9,3,17,11
1,0,0,0
0,0,1,0
0,5,1,20
0,1,3,0
0,0,0,0
5,1,6,4
11,4,18,3
13,6,7,1
0,2,6,1
16,3,0,0
3,12,1,3
0,0,0,0
9,98,145,44
1,1,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,3,74,7
0,0,0,1
2,2,8,2
1,2,7,2
4,4,5,1
1,1,0,0
0,0,7,0
10,3,100,3
0,0,0,0
0,1,0,0
0,1,0,0
86,22,110,114
0,4,5,3
20,2,1,2
2,1,0,2
2,1,3,3
3,0,9,1
0,0,0,0
3,0,9,1
32,7,133,67
0,0,0,0
0,2,2,2
56,70,48,35
0,0,2,4
4,2,33,5
1,1,0,0
0,0,0,0
14,23,4,6
0,0,0,0
99,9,7,5
0,0,0,0
0,0,0,0
2,1,5,6
15,21,23,11
29,18,17,9
4,2,2,0
1,0,1,1
52,7,101,88
0,0,0,0
1,3,0,1
0,0,0,0
1,10,3,0
0,1,0,0
32,7,10,8
1,0,10,2
0,2,3,0
0,0,0,0
33,24,23,14
0,0,0,0
18,5,13,130
5,5,4,6
10,3,63,12
4,2,0,0
2,0,0,0
16,7,3,5
6,7,2,1
49,26,60,23
2,1,0,0
1,0,1,1
9,0,11,7
1,9,16,43
77,11,21,6
1,0,27,3
2,2,0,0
49,9,15,6
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
4,1,51,38
10,8,11,15
0,0,3,1
2,2,7,1
0,0,3,0
0,0,0,1
3,0,2,2
1,14,1,0
0,0,0,0
0,0,1,0
9,5,47,19
3,7,5,6
2,3,11,33
0,0,0,0
0,6,2,8
11,8,30,2
0,1,0,0
12,3,2,0
27,16,0,1
0,0,0,0
10,3,17,23
4,5,1,0
0,0,0,0
5,1,37,24
3,0,1,1
1,10,3,0
0,0,0,2
0,0,0,0
0,2,12,1
0,5,5,2
53,17,57,18
0,0,0,1
0,1,0,0
7,1,11,0
104,2,1,5
0,1,0,0
1,0,0,0
0,0,0,0
0,3,1,0
0,0,0,0
176,52,70,52
0,1,1,0
55,2,77,9
3,1,1,0
30,3,41,25
0,0,2,0
1,2,0,0
10,5,13,9
2,0,1,0
17,17,13,9
0,0,2,3
5,1,7,1
0,2,25,18
1,0,0,5
1,1,16,12
3,1,1,7
0,0,1,0
10,0,2,2
8,5,8,10
0,3,2,3
0,0,1,0
0,0,0,0
3,0,0,4
135,39,177,61
0,0,0,0
15,2,11,11
2,7,0,2
0,0,0,0
9,0,1,5
1,0,1,0
161,67,9,36
0,0,0,0
0,0,3,0
1,0,0,0
2,38,41,30
3,2,0,0
1,0,3,0
1,0,0,0
0,0,0,0
0,0,0,0
0,8,0,0
3,0,22,2
0,0,2,0
0,0,0,0
0,11,11,14
0,0,0,0
0,0,0,0
11,5,4,2
0,2,22,5
1,0,2,0
7,12,12,12
44,7,13,7
24,7,1,2
3,2,13,5
4,0,57,8
34,25,33,61
2,0,33,8
2,5,0,0
19,0,1,1
33,40,28,109
9,19,2,9
1,0,1,10
1,4,1,1
2,0,1,0
0,0,1,0
0,0,0,0
2,1,0,1
0,0,2,2
0,4,70,45
4,6,2,6
44,15,1,4
0,0,0,0
13,17,7,16
0,0,0,0
31,13,5,3
10,6,9,13
0,0,0,2
2,0,15,2
1,0,0,0
0,2,7,15
17,12,12,10
0,0,0,0
4,1,0,0
11,19,7,5
1,1,1,0
3,6,0,4
5,4,2,1
9,18,1,5
1,2,1,3
128,68,18,48
57,23,1,2
0,0,2,0
0,0,0,0
4,9,12,4
0,0,0,0
30,8,27,6
3,0,35,0
3,2,0,1
0,0,0,0
65,134,39,51
15,4,3,1
3,0,4,2
2,0,0,0
1,13,44,60
0,0,0,0
3,0,15,12
4,2,4,2
0,0,0,0
7,30,3,5
0,0,0,0
7,6,19,6
4,0,5,1
19,9,4,93
65,8,1,6
2,1,3,4
0,0,5,0
1,1,3,0
14,0,0,0
38,13,18,1
0,0,0,0
0,0,6,1
32,22,11,6
10,23,0,1
1,2,3,3
0,0,7,87
11,1,4,12
26,69,0,8
1,0,0,4
1,1,0,0
2,4,1,1
1,1,29,15
0,0,0,0
42,16,121,30
20,9,7,12
0,0,0,0
0,0,3,2
0,0,0,0
8,1,1,0
0,0,0,0
2,3,5,7
10,19,0,1
1,13,7,17
1,0,0,0
24,123,145,64
1,0,3,3
0,0,0,0
0,0,0,1
1,0,19,3
0,0,9,5
3,1,1,0
1,10,1,1
8,4,4,3
2,0,2,0
0,0,2,0
0,0,0,3
3,4,0,8
1,0,2,3
0,0,0,0
7,5,0,0
11,4,23,6
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
9,26,0,4
0,0,9,11
15,5,0,0
5,3,0,1
43,70,60,107
0,0,0,0
25,15,54,25
11,2,4,2
0,0,0,0
1,2,6,9
11,10,1,5
33,82,5,15
9,2,6,5
6,1,1,5
0,0,1,7
2,1,4,3
23,5,33,42
0,0,0,0
3,0,6,3
0,0,0,0
4,4,34,0
4,1,3,0
1,0,1,6
0,0,6,8
54,37,38,8
0,0,3,1
0,17,2,4
8,3,22,13
13,6,7,17
3,0,0,0
0,1,1,0
0,0,0,0
3,10,21,13
0,0,0,0
17,32,3,2
38,49,10,38
1,0,0,0
3,5,4,2
16,4,0,3
0,0,0,0
0,0,0,0
0,0,1,1
0,0,0,0
3,1,9,5
3,7,7,0
0,0,2,9
13,0,1,5
0,0,1,0
1,0,0,0
0,0,0,0
1,0,0,0
2,2,16,1
8,29,4,4
1,0,9,10
7,11,4,2
58,28,2,1
0,0,3,0
2,5,10,13
1,1,10,0
9,0,0,0
2,1,0,0
4,0,12,24
4,3,41,9
0,0,1,0
7,6,138,24
0,0,0,21
0,0,0,0
1,20,9,2
0,0,0,0
0,0,0,0
0,0,0,0
167,16,68,4
3,0,0,1
0,6,9,9
75,21,4,21
2,3,2,2
0,2,1,1
0,0,6,2
8,7,4,2
12,7,40,65
9,4,3,0
0,0,0,4
0,0,1,0
0,0,0,0
9,2,8,0
0,0,0,0
2,0,8,0
1,0,0,0
4,1,8,5
2,3,0,0
15,26,5,16
0,0,0,0
7,9,13,14
2,0,2,0
0,0,0,0
1,0,0,2
15,5,15,13
1,0,1,0
0,0,0,1
2,5,13,1
1,0,0,0
1,0,0,0
20,1,4,0
0,4,0,4
45,27,160,6
7,0,10,9
0,1,1,0
0,0,0,0
1,0,3,0
0,0,0,0
50,12,36,45
2,1,7,0
4,0,0,0
7,18,14,6
30,5,11,23
5,3,16,36
14,0,1,0
0,2,4,0
32,20,2,7
2,0,0,5
1,0,3,1
0,1,8,7
0,0,0,0
0,17,10,17
0,1,5,0
0,0,1,0
14,0,18,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
3,1,0,1
3,3,4,4
17,11,7,1
0,0,0,0
67,7,6,7
6,0,2,3
13,10,37,39
1,4,5,1
5,2,26,6
13,15,24,36
2,0,2,0
3,10,3,24
1,0,3,0
0,0,0,0
0,0,2,0
0,0,1,0
2,3,2,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
3,0,1,0
0,0,0,0
0,0,1,0
25,7,5,2
2,0,6,5
60,0,13,9
0,0,0,0
2,0,0,0
3,37,3,0
56,2,0,22
0,2,109,14
0,0,1,1
0,2,0,0
71,43,57,24
0,0,0,5
0,0,0,0
4,0,4,0
0,2,0,0
2,13,1,1
12,6,14,4
0,0,4,1
4,0,1,2
24,4,3,1
0,0,0,0
28,7,1,0
1,0,2,0
44,25,31,66
12,5,65,5
6,3,0,1
1,7,12,3
0,0,0,0
0,0,0,0
1,1,0,0
2,15,5,2
7,5,10,2
0,0,0,1
2,2,1,6
0,0,0,0
5,0,25,1
0,95,4,5
4,2,2,2
0,6,13,0
0,0,0,0
0,1,0,1
0,13,0,0
1,1,2,0
0,1,0,1
0,0,0,0
0,0,46,8
0,0,0,0
0,0,21,1
0,0,5,4
0,0,0,0
13,2,0,0
2,3,1,17
5,5,0,0
6,2,12,3
40,3,0,5
3,2,4,3
40,33,50,16
0,0,0,0
0,0,8,1
17,5,40,113
0,0,0,0
0,1,1,0
125,25,52,40
22,6,2,0
76,8,3,2
0,0,10,1
1,0,1,0
34,81,69,91
27,25,10,21
0,1,0,1
5,5,1,0
0,2,1,0
2,2,11,7
12,9,30,19
125,61,55,30
36,21,6,3
83,1,0,0
0,0,0,0
0,0,7,2
91,30,69,36
36,20,4,0
